"month","division","line","day_type","reporting_category","delays"
"2022-07-01","B DIVISION","R","1","Planned ROW Work","159"
"2022-07-01","B DIVISION","R","1","External Factors","5"
"2022-07-01","B DIVISION","R","1","Operating Conditions","217"
"2022-07-01","B DIVISION","R","1","Crew Availability","618"
"2022-07-01","B DIVISION","R","1","Police & Medical","164"
"2022-07-01","B DIVISION","R","2","Crew Availability","176"
"2022-07-01","B DIVISION","R","2","Police & Medical","38"
"2022-07-01","B DIVISION","R","2","Operating Conditions","47"
"2022-07-01","B DIVISION","R","2","Planned ROW Work","138"
"2022-07-01","B DIVISION","R","2","Infrastructure & Equipment","31"
"2022-07-01","B DIVISION","S Fkln","1","Crew Availability","2"
"2022-07-01","B DIVISION","S Fkln","1","External Factors","4"
"2022-07-01","B DIVISION","S Fkln","1","Police & Medical","2"
"2022-07-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","46"
"2022-07-01","B DIVISION","S Fkln","2","Infrastructure & Equipment","25"
"2022-07-01","B DIVISION","S Rock","1","Crew Availability","5"
"2022-07-01","B DIVISION","S Rock","1","Planned ROW Work","2"
"2022-07-01","B DIVISION","S Rock","1","Police & Medical","19"
"2022-07-01","B DIVISION","S Rock","1","External Factors","37"
"2022-07-01","B DIVISION","S Rock","1","Operating Conditions","14"
"2022-07-01","B DIVISION","S Rock","1","Infrastructure & Equipment","48"
"2022-07-01","B DIVISION","S Rock","2","Police & Medical","3"
"2022-07-01","B DIVISION","S Rock","2","Operating Conditions","17"
"2022-07-01","B DIVISION","S Rock","2","Planned ROW Work","8"
"2022-07-01","B DIVISION","S Rock","2","Crew Availability","35"
"2022-07-01","B DIVISION","S Rock","2","Infrastructure & Equipment","15"
"2022-07-01","B DIVISION","S Rock","2","External Factors","45"
"2022-08-01","A DIVISION","1","1","Crew Availability","144"
"2022-08-01","A DIVISION","1","1","Infrastructure & Equipment","463"
"2022-08-01","A DIVISION","1","1","Police & Medical","368"
"2022-08-01","A DIVISION","1","1","Operating Conditions","393"
"2022-08-01","A DIVISION","1","1","Planned ROW Work","450"
"2022-08-01","A DIVISION","1","1","External Factors","12"
"2022-08-01","A DIVISION","1","2","Police & Medical","29"
"2022-08-01","A DIVISION","1","2","Planned ROW Work","25"
"2022-08-01","A DIVISION","1","2","External Factors","1"
"2022-08-01","A DIVISION","1","2","Crew Availability","42"
"2022-08-01","A DIVISION","1","2","Infrastructure & Equipment","82"
"2022-08-01","A DIVISION","1","2","Operating Conditions","77"
"2022-08-01","A DIVISION","2","1","Police & Medical","414"
"2022-08-01","A DIVISION","2","1","Infrastructure & Equipment","395"
"2022-08-01","A DIVISION","2","1","Crew Availability","135"
"2022-08-01","A DIVISION","2","1","Planned ROW Work","337"
"2022-08-01","A DIVISION","2","1","Operating Conditions","534"
"2022-08-01","A DIVISION","2","1","External Factors","43"
"2022-08-01","A DIVISION","2","2","Infrastructure & Equipment","88"
"2022-08-01","A DIVISION","2","2","Police & Medical","83"
"2022-08-01","A DIVISION","2","2","Operating Conditions","260"
"2022-08-01","A DIVISION","2","2","Crew Availability","54"
"2022-08-01","A DIVISION","2","2","Planned ROW Work","116"
"2022-08-01","A DIVISION","3","1","Crew Availability","158"
"2022-08-01","A DIVISION","3","1","Infrastructure & Equipment","267"
"2022-08-01","A DIVISION","3","1","Planned ROW Work","143"
"2022-08-01","A DIVISION","3","1","External Factors","24"
"2022-08-01","A DIVISION","3","1","Police & Medical","210"
"2022-08-01","A DIVISION","3","1","Operating Conditions","309"
"2022-08-01","A DIVISION","3","2","Operating Conditions","156"
"2022-08-01","A DIVISION","3","2","Infrastructure & Equipment","77"
"2022-08-01","A DIVISION","3","2","Crew Availability","38"
"2022-08-01","A DIVISION","3","2","Planned ROW Work","97"
"2022-08-01","A DIVISION","3","2","Police & Medical","51"
"2022-08-01","A DIVISION","4","1","Crew Availability","174"
"2022-08-01","A DIVISION","4","1","Infrastructure & Equipment","315"
"2022-08-01","A DIVISION","4","1","Operating Conditions","242"
"2022-08-01","A DIVISION","4","1","Planned ROW Work","175"
"2022-08-01","A DIVISION","4","1","Police & Medical","424"
"2022-08-01","A DIVISION","4","1","External Factors","82"
"2022-08-01","A DIVISION","4","2","Infrastructure & Equipment","57"
"2022-08-01","A DIVISION","4","2","Operating Conditions","175"
"2022-08-01","A DIVISION","4","2","Planned ROW Work","61"
"2022-08-01","A DIVISION","4","2","Police & Medical","54"
"2022-08-01","A DIVISION","4","2","Crew Availability","48"
"2022-08-01","A DIVISION","4","2","External Factors","7"
"2022-08-01","A DIVISION","5","1","External Factors","71"
"2022-08-01","A DIVISION","5","1","Infrastructure & Equipment","247"
"2022-08-01","A DIVISION","5","1","Operating Conditions","327"
"2022-08-01","A DIVISION","5","1","Crew Availability","74"
"2022-08-01","A DIVISION","5","1","Planned ROW Work","115"
"2022-08-01","A DIVISION","5","1","Police & Medical","502"
"2022-08-01","A DIVISION","5","2","Crew Availability","15"
"2022-08-01","A DIVISION","5","2","Infrastructure & Equipment","23"
"2022-08-01","A DIVISION","5","2","Operating Conditions","74"
"2022-08-01","A DIVISION","5","2","External Factors","2"
"2022-08-01","A DIVISION","5","2","Police & Medical","27"
"2022-08-01","A DIVISION","6","1","Crew Availability","141"
"2022-08-01","A DIVISION","6","1","Operating Conditions","493"
"2022-08-01","A DIVISION","6","1","External Factors","133"
"2022-08-01","A DIVISION","6","1","Police & Medical","670"
"2022-08-01","A DIVISION","6","1","Planned ROW Work","129"
"2022-08-01","A DIVISION","6","1","Infrastructure & Equipment","571"
"2022-08-01","A DIVISION","6","2","Crew Availability","44"
"2022-08-01","A DIVISION","6","2","Operating Conditions","117"
"2022-08-01","A DIVISION","6","2","External Factors","4"
"2022-08-01","A DIVISION","6","2","Infrastructure & Equipment","112"
"2022-08-01","A DIVISION","6","2","Police & Medical","88"
"2022-08-01","A DIVISION","6","2","Planned ROW Work","147"
"2022-08-01","A DIVISION","7","1","Police & Medical","319"
"2022-08-01","A DIVISION","7","1","Planned ROW Work","109"
"2022-08-01","A DIVISION","7","1","Operating Conditions","65"
"2022-08-01","A DIVISION","7","1","External Factors","19"
"2022-08-01","A DIVISION","7","1","Infrastructure & Equipment","531"
"2022-08-01","A DIVISION","7","1","Crew Availability","278"
"2022-08-01","A DIVISION","7","2","Crew Availability","38"
"2022-08-01","A DIVISION","7","2","Operating Conditions","8"
"2022-08-01","A DIVISION","7","2","Planned ROW Work","38"
"2022-08-01","A DIVISION","7","2","Infrastructure & Equipment","32"
"2022-08-01","A DIVISION","7","2","Police & Medical","76"
"2022-08-01","A DIVISION","S 42nd","1","Infrastructure & Equipment","227"
"2022-08-01","A DIVISION","S 42nd","1","Planned ROW Work","16"
"2022-08-01","A DIVISION","S 42nd","1","Police & Medical","10"
"2022-08-01","A DIVISION","S 42nd","2","Police & Medical","5"
"2022-08-01","B DIVISION","A","1","Operating Conditions","406"
"2022-08-01","B DIVISION","A","1","External Factors","167"
"2022-08-01","B DIVISION","A","1","Infrastructure & Equipment","554"
"2022-08-01","B DIVISION","A","1","Crew Availability","405"
"2022-08-01","B DIVISION","A","1","Planned ROW Work","486"
"2022-08-01","B DIVISION","A","1","Police & Medical","260"
"2022-08-01","B DIVISION","A","2","Infrastructure & Equipment","165"
"2022-08-01","B DIVISION","A","2","Operating Conditions","233"
"2022-08-01","B DIVISION","A","2","Planned ROW Work","187"
"2022-08-01","B DIVISION","A","2","Police & Medical","76"
"2022-08-01","B DIVISION","A","2","Crew Availability","228"
"2022-08-01","B DIVISION","A","2","External Factors","58"
"2022-08-01","B DIVISION","B","1","External Factors","14"
"2022-08-01","B DIVISION","B","1","Planned ROW Work","59"
"2022-08-01","B DIVISION","B","1","Police & Medical","126"
"2022-08-01","B DIVISION","B","1","Crew Availability","288"
"2022-08-01","B DIVISION","B","1","Infrastructure & Equipment","268"
"2022-08-01","B DIVISION","B","1","Operating Conditions","251"
"2022-08-01","B DIVISION","C","1","Operating Conditions","239"
"2022-08-01","B DIVISION","C","1","Planned ROW Work","86"
"2022-08-01","B DIVISION","C","1","External Factors","11"
"2022-08-01","B DIVISION","C","1","Police & Medical","247"
"2022-08-01","B DIVISION","C","1","Infrastructure & Equipment","280"
"2022-08-01","B DIVISION","C","1","Crew Availability","339"
"2022-08-01","B DIVISION","C","2","Infrastructure & Equipment","69"
"2022-08-01","B DIVISION","C","2","Operating Conditions","239"
"2022-08-01","B DIVISION","C","2","Planned ROW Work","92"
"2022-08-01","B DIVISION","C","2","Police & Medical","54"
"2022-08-01","B DIVISION","C","2","External Factors","1"
"2022-08-01","B DIVISION","C","2","Crew Availability","118"
"2022-08-01","B DIVISION","D","1","Operating Conditions","198"
"2022-08-01","B DIVISION","D","1","External Factors","5"
"2022-08-01","B DIVISION","D","1","Infrastructure & Equipment","394"
"2022-08-01","B DIVISION","D","1","Police & Medical","138"
"2022-08-01","B DIVISION","D","1","Planned ROW Work","340"
"2022-08-01","B DIVISION","D","1","Crew Availability","487"
"2022-08-01","B DIVISION","D","2","Infrastructure & Equipment","178"
"2022-08-01","B DIVISION","D","2","Crew Availability","201"
"2022-08-01","B DIVISION","D","2","Planned ROW Work","263"
"2022-08-01","B DIVISION","D","2","Police & Medical","70"
"2022-08-01","B DIVISION","D","2","Operating Conditions","98"
"2022-08-01","B DIVISION","E","1","External Factors","12"
"2022-08-01","B DIVISION","E","1","Infrastructure & Equipment","902"
"2022-08-01","B DIVISION","E","1","Planned ROW Work","884"
"2022-08-01","B DIVISION","E","1","Operating Conditions","341"
"2022-08-01","B DIVISION","E","1","Police & Medical","327"
"2022-08-01","B DIVISION","E","1","Crew Availability","513"
"2022-08-01","B DIVISION","E","2","External Factors","4"
"2022-08-01","B DIVISION","E","2","Operating Conditions","48"
"2022-08-01","B DIVISION","E","2","Crew Availability","100"
"2022-08-01","B DIVISION","E","2","Police & Medical","45"
"2022-08-01","B DIVISION","E","2","Planned ROW Work","87"
"2022-08-01","B DIVISION","E","2","Infrastructure & Equipment","218"
"2022-08-01","B DIVISION","F","1","Infrastructure & Equipment","635"
"2022-08-01","B DIVISION","F","1","Crew Availability","633"
"2022-08-01","B DIVISION","F","1","External Factors","13"
"2022-08-01","B DIVISION","F","1","Operating Conditions","251"
"2022-08-01","B DIVISION","F","1","Police & Medical","217"
"2022-08-01","B DIVISION","F","1","Planned ROW Work","732"
"2022-08-01","B DIVISION","F","2","Infrastructure & Equipment","85"
"2022-08-01","B DIVISION","F","2","Police & Medical","50"
"2022-08-01","B DIVISION","F","2","Crew Availability","173"
"2022-08-01","B DIVISION","F","2","Planned ROW Work","130"
"2022-08-01","B DIVISION","F","2","Operating Conditions","34"
"2022-08-01","B DIVISION","G","1","Operating Conditions","118"
"2022-08-01","B DIVISION","G","1","Crew Availability","272"
"2022-08-01","B DIVISION","G","1","External Factors","5"
"2022-08-01","B DIVISION","G","1","Police & Medical","67"
"2022-08-01","B DIVISION","G","1","Infrastructure & Equipment","91"
"2022-08-01","B DIVISION","G","1","Planned ROW Work","127"
"2022-08-01","B DIVISION","G","2","Operating Conditions","8"
"2022-08-01","B DIVISION","G","2","Police & Medical","10"
"2022-08-01","B DIVISION","G","2","Crew Availability","59"
"2022-08-01","B DIVISION","G","2","Planned ROW Work","20"
"2022-08-01","B DIVISION","G","2","Infrastructure & Equipment","20"
"2022-08-01","B DIVISION","JZ","1","Police & Medical","187"
"2022-08-01","B DIVISION","JZ","1","Crew Availability","491"
"2022-08-01","B DIVISION","JZ","1","Planned ROW Work","151"
"2022-08-01","B DIVISION","JZ","1","Infrastructure & Equipment","261"
"2022-08-01","B DIVISION","JZ","1","Operating Conditions","170"
"2022-08-01","B DIVISION","JZ","1","External Factors","60"
"2022-08-01","B DIVISION","JZ","2","Planned ROW Work","20"
"2022-08-01","B DIVISION","JZ","2","Crew Availability","202"
"2022-08-01","B DIVISION","JZ","2","Police & Medical","26"
"2022-08-01","B DIVISION","JZ","2","Infrastructure & Equipment","15"
"2022-08-01","B DIVISION","JZ","2","Operating Conditions","18"
"2022-08-01","B DIVISION","L","1","Planned ROW Work","148"
"2022-08-01","B DIVISION","L","1","Crew Availability","482"
"2022-08-01","B DIVISION","L","1","Infrastructure & Equipment","244"
"2022-08-01","B DIVISION","L","1","Operating Conditions","11"
"2022-08-01","B DIVISION","L","1","Police & Medical","87"
"2022-08-01","B DIVISION","L","2","Police & Medical","88"
"2022-08-01","B DIVISION","L","2","Planned ROW Work","15"
"2022-08-01","B DIVISION","L","2","Operating Conditions","58"
"2022-08-01","B DIVISION","L","2","Crew Availability","140"
"2022-08-01","B DIVISION","L","2","Infrastructure & Equipment","199"
"2022-08-01","B DIVISION","M","1","External Factors","15"
"2022-08-01","B DIVISION","M","1","Infrastructure & Equipment","475"
"2022-08-01","B DIVISION","M","1","Crew Availability","366"
"2022-08-01","B DIVISION","M","1","Planned ROW Work","71"
"2022-08-01","B DIVISION","M","1","Police & Medical","245"
"2022-08-01","B DIVISION","M","1","Operating Conditions","220"
"2022-08-01","B DIVISION","M","2","Crew Availability","95"
"2022-08-01","B DIVISION","M","2","Police & Medical","4"
"2022-08-01","B DIVISION","N","1","Planned ROW Work","492"
"2022-08-01","B DIVISION","N","1","Crew Availability","619"
"2022-08-01","B DIVISION","N","1","Police & Medical","317"
"2022-08-01","B DIVISION","N","1","Operating Conditions","216"
"2022-08-01","B DIVISION","N","1","Infrastructure & Equipment","612"
"2022-08-01","B DIVISION","N","1","External Factors","7"
"2022-08-01","B DIVISION","N","2","Infrastructure & Equipment","151"
"2022-08-01","B DIVISION","N","2","Police & Medical","35"
"2022-08-01","B DIVISION","N","2","Operating Conditions","87"
"2022-08-01","B DIVISION","N","2","Crew Availability","261"
"2022-08-01","B DIVISION","N","2","Planned ROW Work","237"
"2022-08-01","B DIVISION","Q","1","Operating Conditions","313"
"2022-08-01","B DIVISION","Q","1","External Factors","29"
"2022-08-01","B DIVISION","Q","1","Police & Medical","228"
"2022-08-01","B DIVISION","Q","1","Crew Availability","527"
"2022-08-01","B DIVISION","Q","1","Infrastructure & Equipment","420"
"2022-08-01","B DIVISION","Q","1","Planned ROW Work","279"
"2022-08-01","B DIVISION","Q","2","Infrastructure & Equipment","147"
"2022-08-01","B DIVISION","Q","2","Planned ROW Work","121"
"2022-08-01","B DIVISION","Q","2","Crew Availability","288"
"2022-08-01","B DIVISION","Q","2","Police & Medical","67"
"2022-08-01","B DIVISION","Q","2","Operating Conditions","193"
"2022-08-01","B DIVISION","R","1","Infrastructure & Equipment","431"
"2022-08-01","B DIVISION","R","1","External Factors","1"
"2022-08-01","B DIVISION","R","1","Operating Conditions","206"
"2022-08-01","B DIVISION","R","1","Police & Medical","353"
"2022-08-01","B DIVISION","R","1","Crew Availability","441"
"2022-08-01","B DIVISION","R","1","Planned ROW Work","205"
"2022-08-01","B DIVISION","R","2","Police & Medical","28"
"2022-08-01","B DIVISION","R","2","Planned ROW Work","106"
"2022-08-01","B DIVISION","R","2","Crew Availability","126"
"2022-08-01","B DIVISION","R","2","Operating Conditions","16"
"2022-08-01","B DIVISION","R","2","Infrastructure & Equipment","79"
"2022-08-01","B DIVISION","S Fkln","1","Police & Medical","5"
"2022-08-01","B DIVISION","S Fkln","1","Infrastructure & Equipment","2"
"2022-08-01","B DIVISION","S Fkln","1","Crew Availability","18"
"2022-08-01","B DIVISION","S Fkln","2","Crew Availability","6"
"2022-08-01","B DIVISION","S Rock","1","Police & Medical","4"
"2022-08-01","B DIVISION","S Rock","1","Infrastructure & Equipment","40"
"2022-08-01","B DIVISION","S Rock","1","Planned ROW Work","12"
"2022-08-01","B DIVISION","S Rock","1","Operating Conditions","5"
"2022-08-01","B DIVISION","S Rock","1","Crew Availability","11"
"2022-08-01","B DIVISION","S Rock","1","External Factors","75"
"2022-08-01","B DIVISION","S Rock","2","Planned ROW Work","2"
"2022-08-01","B DIVISION","S Rock","2","Infrastructure & Equipment","12"
"2022-08-01","B DIVISION","S Rock","2","Police & Medical","14"
"2022-08-01","B DIVISION","S Rock","2","Operating Conditions","12"
"2022-08-01","B DIVISION","S Rock","2","Crew Availability","48"
"2022-08-01","B DIVISION","S Rock","2","External Factors","31"
"2022-09-01","A DIVISION","1","1","Crew Availability","146"
"2022-09-01","A DIVISION","1","1","Infrastructure & Equipment","497"
"2022-09-01","A DIVISION","1","1","Police & Medical","285"
"2022-09-01","A DIVISION","1","1","External Factors","86"
"2022-09-01","A DIVISION","1","1","Planned ROW Work","295"
"2022-09-01","A DIVISION","1","1","Operating Conditions","365"
"2022-09-01","A DIVISION","1","2","Crew Availability","12"
"2022-09-01","A DIVISION","1","2","Operating Conditions","14"
"2022-09-01","A DIVISION","1","2","Police & Medical","60"
"2022-09-01","A DIVISION","1","2","External Factors","1"
